Entity_0:  -> created,  at 0
Entity_7:replaced -> PositionComponent, fields[ x - 34.36267 y - -14.22491 ] at 632.0048
Entity_8:replaced -> PositionComponent, fields[ x - 49.98356 y - 35.10654 ] at 632.0048
Entity_9:replaced -> PositionComponent, fields[ x - 50.12553 y - 14.55006 ] at 632.0048
Entity_2:replaced -> PositionComponent, fields[ x - 27.35847 y - -12.77165 ] at 647.6241
Entity_3:replaced -> PositionComponent, fields[ x - 52.66493 y - 37.17181 ] at 647.6241
Entity_4:replaced -> PositionComponent, fields[ x - 32.25952 y - 3.774094 ] at 647.6241
Entity_5:replaced -> PositionComponent, fields[ x - 56.1075 y - 14.18685 ] at 647.6241
Entity_6:replaced -> PositionComponent, fields[ x - 44.00597 y - 36.17359 ] at 647.6241
Entity_7:replaced -> PositionComponent, fields[ x - 33.44705 y - -14.22491 ] at 647.6241
Entity_8:replaced -> PositionComponent, fields[ x - 49.61258 y - 35.10654 ] at 647.6241
Entity_9:replaced -> PositionComponent, fields[ x - 49.74574 y - 14.55006 ] at 647.6241
Entity_2:replaced -> PositionComponent, fields[ x - 26.39843 y - -12.77165 ] at 663.2537
Entity_3:replaced -> PositionComponent, fields[ x - 52.44266 y - 37.17181 ] at 663.2537
Entity_4:replaced -> PositionComponent, fields[ x - 31.39263 y - 3.774094 ] at 663.2537
Entity_5:replaced -> PositionComponent, fields[ x - 55.98193 y - 14.18685 ] at 663.2537
Entity_6:replaced -> PositionComponent, fields[ x - 43.47283 y - 36.17359 ] at 663.2537
Entity_7:replaced -> PositionComponent, fields[ x - 32.53143 y - -14.22491 ] at 663.2537
Entity_8:replaced -> PositionComponent, fields[ x - 49.2416 y - 35.10654 ] at 663.2537
Entity_9:replaced -> PositionComponent, fields[ x - 49.36595 y - 14.55006 ] at 663.2537
Entity_2:replaced -> PositionComponent, fields[ x - 25.43839 y - -12.77165 ] at 678.8821
Entity_3:replaced -> PositionComponent, fields[ x - 52.22038 y - 37.17181 ] at 678.8821
Entity_4:replaced -> PositionComponent, fields[ x - 30.52574 y - 3.774094 ] at 678.8821
Entity_5:replaced -> PositionComponent, fields[ x - 55.85637 y - 14.18685 ] at 678.8821
Entity_6:replaced -> PositionComponent, fields[ x - 42.9397 y - 36.17359 ] at 678.8821
Entity_7:replaced -> PositionComponent, fields[ x - 31.61582 y - -14.22491 ] at 678.8821
Entity_8:replaced -> PositionComponent, fields[ x - 48.87062 y - 35.10654 ] at 678.8821
Entity_9:replaced -> PositionComponent, fields[ x - 48.98616 y - 14.55006 ] at 678.8821
Entity_2:replaced -> PositionComponent, fields[ x - 24.47834 y - -12.77165 ] at 694.5061
Entity_3:replaced -> PositionComponent, fields[ x - 51.99811 y - 37.17181 ] at 694.5061
Entity_4:replaced -> PositionComponent, fields[ x - 29.65885 y - 3.774094 ] at 694.5061
Entity_5:replaced -> PositionComponent, fields[ x - 55.7308 y - 14.18685 ] at 694.5061
Entity_6:replaced -> PositionComponent, fields[ x - 42.40656 y - 36.17359 ] at 694.5061
Entity_7:replaced -> PositionComponent, fields[ x - 30.7002 y - -14.22491 ] at 694.5061
Entity_8:replaced -> PositionComponent, fields[ x - 48.49964 y - 35.10654 ] at 694.5061
Entity_9:replaced -> PositionComponent, fields[ x - 48.60638 y - 14.55006 ] at 694.5061
Entity_2:replaced -> PositionComponent, fields[ x - 23.5183 y - -12.77165 ] at 710.1306
Entity_3:replaced -> PositionComponent, fields[ x - 51.77583 y - 37.17181 ] at 710.1306
Entity_4:replaced -> PositionComponent, fields[ x - 28.79195 y - 3.774094 ] at 710.1306
Entity_5:replaced -> PositionComponent, fields[ x - 55.60524 y - 14.18685 ] at 710.1306
Entity_6:replaced -> PositionComponent, fields[ x - 41.87343 y - 36.17359 ] at 710.1306
Entity_7:replaced -> PositionComponent, fields[ x - 29.78458 y - -14.22491 ] at 710.1306
Entity_8:replaced -> PositionComponent, fields[ x - 48.12866 y - 35.10654 ] at 710.1306
Entity_9:replaced -> PositionComponent, fields[ x - 48.22659 y - 14.55006 ] at 710.1306
Entity_2:replaced -> PositionComponent, fields[ x - 22.55825 y - -12.77165 ] at 741.3864
Entity_3:replaced -> PositionComponent, fields[ x - 51.55356 y - 37.17181 ] at 741.3864
Entity_4:replaced -> PositionComponent, fields[ x - 27.92506 y - 3.774094 ] at 741.3864
Entity_5:replaced -> PositionComponent, fields[ x - 55.47968 y - 14.18685 ] at 741.3864
Entity_6:replaced -> PositionComponent, fields[ x - 41.34029 y - 36.17359 ] at 741.3864
Entity_7:replaced -> PositionComponent, fields[ x - 28.86897 y - -14.22491 ] at 741.3864
Entity_8:replaced -> PositionComponent, fields[ x - 47.75768 y - 35.10654 ] at 741.3864
Entity_9:replaced -> PositionComponent, fields[ x - 47.8468 y - 14.55006 ] at 741.3864
Entity_2:replaced -> PositionComponent, fields[ x - 21.59821 y - -12.77165 ] at 741.3864
Entity_3:replaced -> PositionComponent, fields[ x - 51.33128 y - 37.17181 ] at 741.3864
Entity_4:replaced -> PositionComponent, fields[ x - 27.05817 y - 3.774094 ] at 741.3864
Entity_5:replaced -> PositionComponent, fields[ x - 55.35411 y - 14.18685 ] at 741.3864
Entity_6:replaced -> PositionComponent, fields[ x - 40.80716 y - 36.17359 ] at 741.3864
Entity_7:replaced -> PositionComponent, fields[ x - 27.95335 y - -14.22491 ] at 741.3864
Entity_8:replaced -> PositionComponent, fields[ x - 47.3867 y - 35.10654 ] at 741.3864
Entity_9:replaced -> PositionComponent, fields[ x - 47.46701 y - 14.55006 ] at 741.3864
Entity_2:replaced -> PositionComponent, fields[ x - 20.63816 y - -12.77165 ] at 772.6371
Entity_3:replaced -> PositionComponent, fields[ x - 51.10901 y - 37.17181 ] at 772.6371
Entity_4:replaced -> PositionComponent, fields[ x - 26.19128 y - 3.774094 ] at 772.6371
Entity_5:replaced -> PositionComponent, fields[ x - 55.22855 y - 14.18685 ] at 772.6371
Entity_6:replaced -> PositionComponent, fields[ x - 40.27402 y - 36.17359 ] at 772.6371
Entity_7:replaced -> PositionComponent, fields[ x - 27.03773 y - -14.22491 ] at 772.6371
Entity_8:replaced -> PositionComponent, fields[ x - 47.01572 y - 35.10654 ] at 772.6371
Entity_9:replaced -> PositionComponent, fields[ x - 47.08723 y - 14.55006 ] at 772.6371
Entity_2:replaced -> PositionComponent, fields[ x - 19.67812 y - -12.77165 ] at 788.2628
Entity_3:replaced -> PositionComponent, fields[ x - 50.88673 y - 37.17181 ] at 788.2628
Entity_4:replaced -> PositionComponent, fields[ x - 25.32439 y - 3.774094 ] at 788.2628
Entity_5:replaced -> PositionComponent, fields[ x - 55.10298 y - 14.18685 ] at 788.2628
Entity_6:replaced -> PositionComponent, fields[ x - 39.74089 y - 36.17359 ] at 788.2628
Entity_7:replaced -> PositionComponent, fields[ x - 26.12211 y - -14.22491 ] at 788.2628
Entity_8:replaced -> PositionComponent, fields[ x - 46.64474 y - 35.10654 ] at 788.2628
Entity_9:replaced -> PositionComponent, fields[ x - 46.70744 y - 14.55006 ] at 788.2628
Entity_2:replaced -> PositionComponent, fields[ x - 18.71807 y - -12.77165 ] at 803.8856
Entity_3:replaced -> PositionComponent, fields[ x - 50.66446 y - 37.17181 ] at 803.8856
Entity_4:replaced -> PositionComponent, fields[ x - 24.45749 y - 3.774094 ] at 803.8856
Entity_5:replaced -> PositionComponent, fields[ x - 54.97742 y - 14.18685 ] at 803.8856
Entity_6:replaced -> PositionComponent, fields[ x - 39.20776 y - 36.17359 ] at 803.8856
Entity_7:replaced -> PositionComponent, fields[ x - 25.2065 y - -14.22491 ] at 803.8856
Entity_8:replaced -> PositionComponent, fields[ x - 46.27377 y - 35.10654 ] at 803.8856
Entity_9:replaced -> PositionComponent, fields[ x - 46.32765 y - 14.55006 ] at 803.8856
Entity_2:replaced -> PositionComponent, fields[ x - 17.75803 y - -12.77165 ] at 819.5118
Entity_3:replaced -> PositionComponent, fields[ x - 50.44218 y - 37.17181 ] at 819.5118
Entity_4:replaced -> PositionComponent, fields[ x - 23.5906 y - 3.774094 ] at 819.5118
Entity_5:replaced -> PositionComponent, fields[ x - 54.85185 y - 14.18685 ] at 819.5118
Entity_6:replaced -> PositionComponent, fields[ x - 38.67462 y - 36.17359 ] at 819.5118
Entity_7:replaced -> PositionComponent, fields[ x - 24.29088 y - -14.22491 ] at 819.5118
Entity_8:replaced -> PositionComponent, fields[ x - 45.90279 y - 35.10654 ] at 819.5118
Entity_9:replaced -> PositionComponent, fields[ x - 45.94786 y - 14.55006 ] at 819.5118
Entity_2:replaced -> PositionComponent, fields[ x - 16.79798 y - -12.77165 ] at 835.138
Entity_3:replaced -> PositionComponent, fields[ x - 50.21991 y - 37.17181 ] at 835.138
Entity_4:replaced -> PositionComponent, fields[ x - 22.72371 y - 3.774094 ] at 835.138
Entity_5:replaced -> PositionComponent, fields[ x - 54.72629 y - 14.18685 ] at 835.138
Entity_6:replaced -> PositionComponent, fields[ x - 38.14149 y - 36.17359 ] at 835.138
Entity_7:replaced -> PositionComponent, fields[ x - 23.37526 y - -14.22491 ] at 835.138
Entity_8:replaced -> PositionComponent, fields[ x - 45.53181 y - 35.10654 ] at 835.138
Entity_9:replaced -> PositionComponent, fields[ x - 45.56808 y - 14.55006 ] at 835.138
Entity_2:replaced -> PositionComponent, fields[ x - 15.83794 y - -12.77165 ] at 850.7637
Entity_3:replaced -> PositionComponent, fields[ x - 49.99763 y - 37.17181 ] at 850.7637
Entity_4:replaced -> PositionComponent, fields[ x - 21.85682 y - 3.774094 ] at 850.7637
Entity_5:replaced -> PositionComponent, fields[ x - 54.60072 y - 14.18685 ] at 850.7637
Entity_6:replaced -> PositionComponent, fields[ x - 37.60835 y - 36.17359 ] at 850.7637
Entity_7:replaced -> PositionComponent, fields[ x - 22.45965 y - -14.22491 ] at 850.7637
Entity_8:replaced -> PositionComponent, fields[ x - 45.16083 y - 35.10654 ] at 850.7637
Entity_9:replaced -> PositionComponent, fields[ x - 45.18829 y - 14.55006 ] at 850.7637
Entity_2:replaced -> PositionComponent, fields[ x - 14.87789 y - -12.77165 ] at 866.3891
Entity_3:replaced -> PositionComponent, fields[ x - 49.77536 y - 37.17181 ] at 866.3891
Entity_4:replaced -> PositionComponent, fields[ x - 20.98993 y - 3.774094 ] at 866.3891
Entity_5:replaced -> PositionComponent, fields[ x - 54.47516 y - 14.18685 ] at 866.3891
Entity_6:replaced -> PositionComponent, fields[ x - 37.07522 y - 36.17359 ] at 866.3891
Entity_7:replaced -> PositionComponent, fields[ x - 21.54403 y - -14.22491 ] at 866.3891
Entity_8:replaced -> PositionComponent, fields[ x - 44.78985 y - 35.10654 ] at 866.3891
Entity_9:replaced -> PositionComponent, fields[ x - 44.8085 y - 14.55006 ] at 866.3891
Entity_0:replaced -> PlayerSpeedComponent, fields[ speedX - 0 speedY - -1 ] at 866.3891
Entity_0:replaced -> PositionComponent, fields[ x - -55 y - -1 ] at 866.3891
Entity_2:replaced -> PositionComponent, fields[ x - 13.91785 y - -12.77165 ] at 866.3891
Entity_3:replaced -> PositionComponent, fields[ x - 49.55309 y - 37.17181 ] at 866.3891
Entity_4:replaced -> PositionComponent, fields[ x - 20.12304 y - 3.774094 ] at 866.3891
Entity_5:replaced -> PositionComponent, fields[ x - 54.34959 y - 14.18685 ] at 866.3891
Entity_6:replaced -> PositionComponent, fields[ x - 36.54208 y - 36.17359 ] at 866.3891
Entity_7:replaced -> PositionComponent, fields[ x - 20.62841 y - -14.22491 ] at 866.3891
Entity_8:replaced -> PositionComponent, fields[ x - 44.41887 y - 35.10654 ] at 866.3891
Entity_9:replaced -> PositionComponent, fields[ x - 44.42871 y - 14.55006 ] at 866.3891
Entity_0:replaced -> PlayerSpeedComponent, fields[ speedX - 0 speedY - -1 ] at 897.6367
Entity_0:replaced -> PositionComponent, fields[ x - -55 y - -2 ] at 897.6367
Entity_2:replaced -> PositionComponent, fields[ x - 12.9578 y - -12.77165 ] at 897.6367
Entity_3:replaced -> PositionComponent, fields[ x - 49.33081 y - 37.17181 ] at 897.6367
Entity_4:replaced -> PositionComponent, fields[ x - 19.25614 y - 3.774094 ] at 897.6367
Entity_5:replaced -> PositionComponent, fields[ x - 54.22403 y - 14.18685 ] at 897.6367
Entity_6:replaced -> PositionComponent, fields[ x - 36.00895 y - 36.17359 ] at 897.6367
Entity_7:replaced -> PositionComponent, fields[ x - 19.7128 y - -14.22491 ] at 897.6367
Entity_8:replaced -> PositionComponent, fields[ x - 44.04789 y - 35.10654 ] at 897.6367
Entity_9:replaced -> PositionComponent, fields[ x - 44.04893 y - 14.55006 ] at 897.6367
Entity_0:replaced -> PlayerSpeedComponent, fields[ speedX - 0 speedY - -1 ] at 913.2681
Entity_0:replaced -> PositionComponent, fields[ x - -55 y - -3 ] at 913.2681
Entity_2:replaced -> PositionComponent, fields[ x - 11.99776 y - -12.77165 ] at 913.2681
Entity_3:replaced -> PositionComponent, fields[ x - 49.10854 y - 37.17181 ] at 913.2681
Entity_4:replaced -> PositionComponent, fields[ x - 18.38925 y - 3.774094 ] at 913.2681
Entity_5:replaced -> PositionComponent, fields[ x - 54.09846 y - 14.18685 ] at 913.2681
Entity_6:replaced -> PositionComponent, fields[ x - 35.47581 y - 36.17359 ] at 913.2681
Entity_7:replaced -> PositionComponent, fields[ x - 18.79718 y - -14.22491 ] at 913.2681
Entity_8:replaced -> PositionComponent, fields[ x - 43.67691 y - 35.10654 ] at 913.2681
Entity_9:replaced -> PositionComponent, fields[ x - 43.66914 y - 14.55006 ] at 913.2681
Entity_0:replaced -> PlayerSpeedComponent, fields[ speedX - 0 speedY - -1 ] at 928.8921
Entity_0:replaced -> PositionComponent, fields[ x - -55 y - -4 ] at 928.8921
Entity_2:replaced -> PositionComponent, fields[ x - 11.03771 y - -12.77165 ] at 928.8921
Entity_3:replaced -> PositionComponent, fields[ x - 48.88626 y - 37.17181 ] at 928.8921
Entity_4:replaced -> PositionComponent, fields[ x - 17.52236 y - 3.774094 ] at 928.8921
Entity_5:replaced -> PositionComponent, fields[ x - 53.9729 y - 14.18685 ] at 928.8921
Entity_6:replaced -> PositionComponent, fields[ x - 34.94268 y - 36.17359 ] at 928.8921
Entity_7:replaced -> PositionComponent, fields[ x - 17.88156 y - -14.22491 ] at 928.8921
Entity_8:replaced -> PositionComponent, fields[ x - 43.30593 y - 35.10654 ] at 928.8921
Entity_9:replaced -> PositionComponent, fields[ x - 43.28935 y - 14.55006 ] at 928.8921
Entity_0:replaced -> PlayerSpeedComponent, fields[ speedX - 0 speedY - -1 ] at 944.5217
Entity_0:replaced -> PositionComponent, fields[ x - -55 y - -5 ] at 944.5217
Entity_2:replaced -> PositionComponent, fields[ x - 10.07767 y - -12.77165 ] at 944.5217
Entity_3:replaced -> PositionComponent, fields[ x - 48.66399 y - 37.17181 ] at 944.5217
Entity_4:replaced -> PositionComponent, fields[ x - 16.65547 y - 3.774094 ] at 944.5217
Entity_5:replaced -> PositionComponent, fields[ x - 53.84734 y - 14.18685 ] at 944.5217
Entity_6:replaced -> PositionComponent, fields[ x - 34.40955 y - 36.17359 ] at 944.5217
Entity_7:replaced -> PositionComponent, fields[ x - 16.96594 y - -14.22491 ] at 944.5217
Entity_8:replaced -> PositionComponent, fields[ x - 42.93495 y - 35.10654 ] at 944.5217
Entity_9:replaced -> PositionComponent, fields[ x - 42.90956 y - 14.55006 ] at 944.5217
Entity_0:replaced -> PlayerSpeedComponent, fields[ speedX - 0 speedY - -1 ] at 960.1441
Entity_0:replaced -> PositionComponent, fields[ x - -55 y - -6 ] at 960.1441
Entity_2:replaced -> PositionComponent, fields[ x - 9.117622 y - -12.77165 ] at 960.1441
Entity_3:replaced -> PositionComponent, fields[ x - 48.44171 y - 37.17181 ] at 960.1441
Entity_4:replaced -> PositionComponent, fields[ x - 15.78858 y - 3.774094 ] at 960.1441
Entity_5:replaced -> PositionComponent, fields[ x - 53.72177 y - 14.18685 ] at 960.1441
Entity_6:replaced -> PositionComponent, fields[ x - 33.87641 y - 36.17359 ] at 960.1441
Entity_7:replaced -> PositionComponent, fields[ x - 16.05033 y - -14.22491 ] at 960.1441
Entity_8:replaced -> PositionComponent, fields[ x - 42.56397 y - 35.10654 ] at 960.1441
Entity_9:replaced -> PositionComponent, fields[ x - 42.52978 y - 14.55006 ] at 960.1441
Entity_0:replaced -> PlayerSpeedComponent, fields[ speedX - 0 speedY - -1 ] at 975.7694
Entity_0:replaced -> PositionComponent, fields[ x - -55 y - -7 ] at 975.7694
Entity_2:replaced -> PositionComponent, fields[ x - 8.157578 y - -12.77165 ] at 975.7694
Entity_3:replaced -> PositionComponent, fields[ x - 48.21944 y - 37.17181 ] at 975.7694
Entity_4:replaced -> PositionComponent, fields[ x - 14.92168 y - 3.774094 ] at 975.7694
Entity_5:replaced -> PositionComponent, fields[ x - 53.59621 y - 14.18685 ] at 975.7694
Entity_6:replaced -> PositionComponent, fields[ x - 33.34328 y - 36.17359 ] at 975.7694
Entity_7:replaced -> PositionComponent, fields[ x - 15.13471 y - -14.22491 ] at 975.7694
Entity_8:replaced -> PositionComponent, fields[ x - 42.19299 y - 35.10654 ] at 975.7694
Entity_9:replaced -> PositionComponent, fields[ x - 42.14999 y - 14.55006 ] at 975.7694
Entity_0:replaced -> PlayerSpeedComponent, fields[ speedX - 0 speedY - -1 ] at 991.3952
Entity_0:replaced -> PositionComponent, fields[ x - -55 y - -8 ] at 991.3952
Entity_2:replaced -> PositionComponent, fields[ x - 7.197533 y - -12.77165 ] at 991.3952
Entity_3:replaced -> PositionComponent, fields[ x - 47.99716 y - 37.17181 ] at 991.3952
Entity_4:replaced -> PositionComponent, fields[ x - 14.05479 y - 3.774094 ] at 991.3952
Entity_5:replaced -> PositionComponent, fields[ x - 53.47064 y - 14.18685 ] at 991.3952
Entity_6:replaced -> PositionComponent, fields[ x - 32.81014 y - 36.17359 ] at 991.3952
Entity_7:replaced -> PositionComponent, fields[ x - 14.21909 y - -14.22491 ] at 991.3952
Entity_8:replaced -> PositionComponent, fields[ x - 41.82201 y - 35.10654 ] at 991.3952
Entity_9:replaced -> PositionComponent, fields[ x - 41.7702 y - 14.55006 ] at 991.3952
Entity_0:replaced -> PlayerSpeedComponent, fields[ speedX - 0 speedY - 0 ] at 1022.6484
Entity_0:replaced -> PositionComponent, fields[ x - -55 y - -8 ] at 1022.6484
Entity_2:replaced -> PositionComponent, fields[ x - 6.237489 y - -12.77165 ] at 1022.6484
Entity_3:replaced -> PositionComponent, fields[ x - 47.77489 y - 37.17181 ] at 1022.6484
Entity_4:replaced -> PositionComponent, fields[ x - 13.1879 y - 3.774094 ] at 1022.6484
Entity_5:replaced -> PositionComponent, fields[ x - 53.34508 y - 14.18685 ] at 1022.6484
Entity_6:replaced -> PositionComponent, fields[ x - 32.27701 y - 36.17359 ] at 1022.6484
Entity_7:replaced -> PositionComponent, fields[ x - 13.30348 y - -14.22491 ] at 1022.6484
Entity_8:replaced -> PositionComponent, fields[ x - 41.45103 y - 35.10654 ] at 1022.6484
Entity_9:replaced -> PositionComponent, fields[ x - 41.39042 y - 14.55006 ] at 1022.6484
Entity_10:  -> created,  at 1022.6484
Entity_10:added -> Entitas.Unity.VisualProfilingTool.DebugComponent, fields[ debugBehaviour - Entity_10(Entitas.Unity.VisualProfilingTool.DebugComponent) (Entitas.Unity.VisualProfilingTool.EntityDebugBehaviour) ] at 1022.6484
Entity_10:added -> BulletComponent,  at 1022.6484
Entity_10:added -> GameObjectComponent, fields[ gameObject - Bullet(Clone) (UnityEngine.GameObject) ] at 1022.6484
Entity_10:added -> PositionComponent, fields[ x - -40 y - -8 ] at 1022.6484
Entity_2:replaced -> PositionComponent, fields[ x - 5.277444 y - -12.77165 ] at 1022.6484
Entity_3:replaced -> PositionComponent, fields[ x - 47.55261 y - 37.17181 ] at 1022.6484
Entity_4:replaced -> PositionComponent, fields[ x - 12.32101 y - 3.774094 ] at 1022.6484
Entity_5:replaced -> PositionComponent, fields[ x - 53.21951 y - 14.18685 ] at 1022.6484
Entity_6:replaced -> PositionComponent, fields[ x - 31.74387 y - 36.17359 ] at 1022.6484
Entity_7:replaced -> PositionComponent, fields[ x - 12.38786 y - -14.22491 ] at 1022.6484
